n_residues_total,n_residues_confident,confident_fraction,mean_plddt,compactness,hp_surf_frac,arom_surf_frac,max_hp_patch,n_hp_patches_5plus,pocket_density,max_pocket_cluster,pocket_cluster_per_100res,accession,Entry,intended_gene,gene_symbol,protac_validated,Length,n_lines_screened,mean_chronos,median_chronos,frac_essential,frac_strongly_essential,n_lines_expression,mean_log_tpm,median_log_tpm,frac_expressed,frac_high_expressed
421,371,0.8812351543942993,91.81239892183287,1.4705092747161175,0.3048128342245989,0.11764705882352941,11,2,0.22641509433962265,32,8.62533692722372,Q9NWX5,Q9NWX5,,ASB6,False,421,1208.0,-0.2624750150294241,-0.2570242790770457,0.057947019867549666,0.0008278145695364238,1775.0,3.6451608806760563,3.6499028,1.0,0.8715492957746479
460,385,0.8369565217391305,92.24693506493506,1.1372305892797783,0.287292817679558,0.08287292817679558,6,2,0.19480519480519481,36,9.35064935064935,Q9NWZ3,Q9NWZ3,,IRAK4,False,460,1208.0,0.018639584147653588,0.0211025165680623,0.004966887417218543,0.0,1775.0,3.4113713537329575,3.416614,0.9949295774647887,0.7154929577464789
183,160,0.8743169398907104,91.36393749999999,1.8602723145859499,0.35185185185185186,0.09259259259259259,10,2,0.2,12,7.5,Q9NX08,Q9NX08,,COMMD8,False,183,1208.0,-0.24721149522861352,-0.23750613608307336,0.11423841059602649,0.0024834437086092716,1775.0,4.987305296816901,5.0106096,0.9994366197183099,0.9887323943661972
278,235,0.8453237410071942,90.80212765957447,2.354890308954509,0.5,0.12209302325581395,28,4,0.25957446808510637,32,13.617021276595745,Q9NX47,Q9NX47,,MARCHF5,False,278,1090.0,-0.43687550977836076,-0.3194289843971264,0.3440366972477064,0.11192660550458716,1775.0,5.039487865577465,5.1305685,1.0,0.9881690140845071
875,720,0.8228571428571428,90.38469444444443,1.6596934440340587,0.323943661971831,0.10140845070422536,14,3,0.18333333333333332,33,4.583333333333333,Q9NXC5,Q9NXC5,,MIOS,False,875,1208.0,-0.5052175658358253,-0.47318886352088285,0.46357615894039733,0.07119205298013245,1775.0,4.166466610873239,4.154883,1.0,0.96
227,121,0.5330396475770925,86.04710743801654,1.8000051325017756,0.5978260869565217,0.10869565217391304,33,3,0.2231404958677686,12,9.917355371900827,Q9NXI6,Q9NXI6,,RNF186,False,227,1208.0,0.058850808984451435,0.0587221656514363,0.0,0.0,1775.0,0.13802219043042252,0.0,0.044507042253521124,0.011830985915492958
326,303,0.9294478527607362,91.69254125412542,1.2833731777443824,0.29605263157894735,0.07236842105263158,9,1,0.1782178217821782,11,3.6303630363036308,Q9NXK8,Q9NXK8,,FBXL12,False,326,1208.0,-0.10557070106440927,-0.0945813832583997,0.023178807947019868,0.0008278145695364238,1775.0,4.265929391380282,4.2838106,1.0,0.9864788732394366
495,239,0.48282828282828283,91.90899581589959,1.8036026553598423,0.3254437869822485,0.07692307692307693,8,2,0.20502092050209206,17,7.112970711297072,Q9NS91,Q9NS91,,RAD18,False,495,1208.0,-0.04365781767186575,-0.0363870976265698,0.0074503311258278145,0.0,1775.0,3.70760866475493,3.777872,0.9971830985915493,0.8090140845070423
142,75,0.528169014084507,87.7652,3.303663942791863,0.5066666666666667,0.12,25,2,0.05333333333333334,2,2.666666666666667,Q9NS69,Q9NS69,,TOMM22,False,142,1208.0,-1.2458668843572214,-1.2338251464182903,0.9917218543046358,0.8269867549668874,1775.0,6.124069174253521,6.154168,1.0,0.9983098591549295
1045,197,0.18851674641148325,88.92472081218273,1.6993060390830292,0.35537190082644626,0.14049586776859505,5,1,0.2233502538071066,9,4.568527918781726,Q9NS56,Q9NS56,,TOPORS,False,1045,1208.0,0.01060747085300362,0.01618885685265705,0.0024834437086092716,0.0,1775.0,3.7242602310985915,3.7406793,1.0,0.8828169014084507
577,161,0.27902946273830154,88.60509316770187,1.583442191551483,0.2916666666666667,0.07291666666666667,3,0,0.2236024844720497,18,11.180124223602485,Q9HCI7,Q9HCI7,,MSL2,False,577,1208.0,-0.0834279838847449,-0.0745906895270658,0.014072847682119206,0.0,1775.0,3.909286569633803,3.8522086,1.0,0.8985915492957747
155,83,0.535483870967742,87.94602409638554,2.7742001396108766,0.47761194029850745,0.13432835820895522,20,1,0.1566265060240964,7,8.433734939759036,Q9H9V4,Q9H9V4,,RNF122,False,155,1208.0,0.1203179977336639,0.11886322415036404,0.0008278145695364238,0.0,1775.0,1.924088954348169,1.727267,0.7966197183098591,0.1628169014084507
420,375,0.8928571428571429,93.80656,1.1953713078209216,0.2832369942196532,0.09248554913294797,4,0,0.19466666666666665,35,9.333333333333334,Q9HAT8,Q9HAT8,,PELI2,False,420,1208.0,-0.013897864695702585,-0.0156679854904579,0.0008278145695364238,0.0,1775.0,1.5977325728140845,1.3527077,0.5723943661971831,0.18309859154929578
748,558,0.7459893048128342,88.27120071684588,1.2351811706371105,0.2682926829268293,0.08362369337979095,7,1,0.1953405017921147,25,4.480286738351254,Q9HAU4,Q9HAU4,,SMURF2,False,748,1208.0,-0.19697843089392783,-0.1871860002911181,0.04056291390728477,0.0008278145695364238,1775.0,4.1871871466084505,3.9323258,0.9994366197183099,0.8450704225352113
307,232,0.755700325732899,91.6007327586207,1.5083353380103355,0.40540540540540543,0.12162162162162163,17,4,0.22844827586206898,37,15.948275862068966,Q9HAY2,Q9HAY2,,MAGEF1,False,307,1208.0,0.00332454168409667,-0.00575262148164645,0.004966887417218543,0.0,1775.0,5.241944009956056,5.269826,0.9988732394366198,0.984225352112676
1191,417,0.3501259445843829,92.33364508393286,1.4352430605170496,0.2875536480686695,0.06437768240343347,6,1,0.2038369304556355,25,5.995203836930456,Q9HBD1,Q9HBD1,,RC3H2,False,1191,1208.0,0.06720033074829908,0.06662433743622034,0.0,0.0,1775.0,4.245453140225352,4.303006,1.0,0.96
687,300,0.4366812227074236,83.16713333333333,1.6572795384710013,0.319047619047619,0.11428571428571428,8,4,0.19333333333333333,7,2.3333333333333335,Q9HBE1,Q9HBE1,,PATZ1,False,687,1208.0,-0.13291819368251903,-0.123194966097083,0.012417218543046357,0.0,1775.0,3.978679103154929,3.9880848,0.9994366197183099,0.8856338028169014
1040,896,0.8615384615384616,90.2578236607143,1.1323964564519404,0.264,0.08,6,2,0.1796875,17,1.8973214285714284,Q9HC29,Q9HC29,,NOD2,False,1040,1208.0,0.1064273620965792,0.1028776441517801,0.0,0.0,1775.0,0.35551053023211265,0.08379067,0.1115492957746479,0.011830985915492958
741,235,0.31713900134952766,81.89961702127661,1.6817696269532645,0.3,0.1125,7,1,0.20425531914893616,11,4.680851063829787,Q9HC78,Q9HC78,,ZBTB20,False,741,1208.0,0.10618558183795414,0.10807511310888471,0.0008278145695364238,0.0,1775.0,0.5838263442861973,0.4475612,0.1791549295774648,0.0033802816901408453
757,528,0.6974900924702774,88.79274621212122,1.3293430030396889,0.27007299270072993,0.09124087591240876,4,0,0.19128787878787878,15,2.840909090909091,Q9HCE7,Q9HCE7,,SMURF1,False,757,1208.0,-0.13418421780700132,-0.1215844906449656,0.01903973509933775,0.0,1775.0,3.502451131887324,3.5042136,1.0,0.763943661971831
957,350,0.3657262277951933,83.53617142857142,1.3684559801260667,0.3641304347826087,0.11956521739130435,8,3,0.2542857142857143,34,9.714285714285714,Q9HCI5,Q9HCI5,,MAGEE1,False,957,1208.0,0.11904637315876898,0.1264702522695094,0.0033112582781456954,0.0,1775.0,1.168242479778028,1.1212012,0.540281690140845,0.036619718309859155
518,437,0.8436293436293436,90.89324942791764,2.6848600773014475,0.3183279742765273,0.06430868167202572,8,6,0.18077803203661327,12,2.745995423340961,Q9HCM9,Q9HCM9,,TRIM39,False,518,1208.0,0.01944310218437922,0.022644462728203252,0.0041390728476821195,0.0,1775.0,3.225161979887324,3.2290432,1.0,0.691830985915493
184,169,0.9184782608695652,97.39881656804735,1.1102508398202748,0.24096385542168675,0.060240963855421686,3,0,0.16568047337278108,7,4.142011834319527,Q9NRW4,Q9NRW4,,DUSP22,False,184,1208.0,-0.21056072766749118,-0.20055773820419553,0.050496688741721855,0.0008278145695364238,1775.0,3.8248091072338024,3.7076905,0.9971830985915493,0.8309859154929577
277,182,0.6570397111913358,95.45582417582418,3.4768586712601217,0.3783783783783784,0.08783783783783784,17,4,0.17032967032967034,17,9.340659340659341,Q9NPC3,Q9NPC3,,CCNB1IP1,False,277,1208.0,-0.2604483063792387,-0.25043321001220953,0.06870860927152318,0.0,1775.0,5.787142603067042,5.7021284,0.9983098591549295,0.9971830985915493
197,152,0.7715736040609137,96.45151315789474,1.2598075007184435,0.3411764705882353,0.07058823529411765,4,0,0.25,29,19.078947368421055,Q9NPD8,Q9NPD8,,UBE2T,False,197,1208.0,-0.22831210400966934,-0.1885806748778223,0.09105960264900662,0.0074503311258278145,1775.0,6.49748506540845,6.584597,0.9994366197183099,0.9949295774647887
728,563,0.7733516483516484,88.52408525754885,2.2145814380874236,0.31382978723404253,0.08776595744680851,11,9,0.20071047957371227,18,3.197158081705151,Q9NQ86,Q9NQ86,,TRIM36,False,728,1208.0,0.05232221096264996,0.0515553879649855,0.0,0.0,1775.0,1.7382033716552114,1.588296,0.6850704225352112,0.14873239436619717
790,349,0.4417721518987342,87.4470200573066,1.7466961864350967,0.3568281938325991,0.07929515418502203,13,6,0.22063037249283668,26,7.4498567335243555,Q9NQC1,Q9NQC1,,JADE2,False,790,1208.0,-0.0054542620695577386,0.0101961911124771,0.009933774834437087,0.0,1775.0,3.378225432370141,3.4480076,0.9735211267605633,0.6721126760563381
748,553,0.7393048128342246,94.4742314647378,1.3703270222894035,0.3181818181818182,0.0944055944055944,9,2,0.23869801084990958,43,7.775768535262206,Q9NR64,Q9NR64,,KLHL1,False,748,1208.0,0.052335419054442424,0.0510950864842227,0.0,0.0,1775.0,0.03724586288112676,0.0,0.009577464788732394,0.0028169014084507044
400,353,0.8825,93.36841359773372,1.400250435995563,0.25824175824175827,0.04945054945054945,5,1,0.17563739376770537,11,3.1161473087818696,Q9NRC8,Q9NRC8,,SIRT7,False,400,1208.0,-0.1269108559376999,-0.12921550657610287,0.0347682119205298,0.0008278145695364238,1775.0,4.427514531830986,4.4744687,1.0,0.9492957746478873
319,251,0.786833855799373,92.05932270916334,1.462371613299222,0.2986111111111111,0.1111111111111111,8,2,0.2151394422310757,21,8.366533864541832,Q9NRD0,Q9NRD0,,FBXO8,False,319,1208.0,0.1547316379630894,0.15929000889888,0.0016556291390728477,0.0,1775.0,3.7153559116732393,3.6920588,0.9994366197183099,0.8529577464788732
293,252,0.8600682593856656,96.20869047619048,1.4408792541144892,0.36619718309859156,0.11267605633802817,7,3,0.23412698412698413,21,8.333333333333332,Q9NRD1,Q9NRD1,,FBXO6,False,293,1208.0,-0.014715298119382977,-0.013921508676167451,0.0,0.0,1775.0,2.232522743266479,2.2994175,0.828169014084507,0.2563380281690141
1543,529,0.34283862605314325,90.1763327032136,1.1396249688189963,0.35,0.08636363636363636,6,5,0.21928166351606806,57,10.775047258979207,Q9NRJ4,Q9NRJ4,,TULP4,False,1543,1208.0,-0.050942865996822594,-0.032971020485253,0.012417218543046357,0.0008278145695364238,1775.0,2.918763154749296,2.9309626,0.9870422535211267,0.4676056338028169
190,165,0.868421052631579,90.5998181818182,1.9354639455015212,0.29365079365079366,0.05555555555555555,10,2,0.15151515151515152,11,6.666666666666667,Q8N668,Q8N668,,COMMD1,False,190,1208.0,-0.0709745127870838,-0.06344028471780895,0.009933774834437087,0.0,1775.0,5.022597047323943,5.024488,1.0,0.9960563380281691
474,342,0.7215189873417721,87.70377192982457,1.5094618127068338,0.2795031055900621,0.11801242236024845,4,0,0.2134502923976608,23,6.725146198830409,A0A0G2JMD5,A0A0G2JMD5,,PRAMEF33,False,474,,,,,,1775.0,0.00444773613971831,0.0,0.0011267605633802818,0.0
314,147,0.4681528662420382,92.69190476190475,2.4593135894620173,0.24731182795698925,0.07526881720430108,8,1,0.21768707482993196,12,8.16326530612245,Q8N5Z5,Q8N5Z5,,KCTD17,False,314,1208.0,0.04255943119144505,0.041984572924702604,0.0,0.0,1775.0,3.6952147494630982,3.8689928,0.9594366197183098,0.7532394366197183
619,527,0.851373182552504,92.3260531309298,1.18806280820916,0.3004115226337449,0.06172839506172839,5,1,0.222011385199241,30,5.692599620493358,P43403,P43403,,ZAP70,False,619,1208.0,-0.02833432367152826,-0.0228853747955738,0.004966887417218543,0.0008278145695364238,1775.0,0.5280335212985915,0.11025231,0.09352112676056339,0.06084507042253521
824,481,0.5837378640776699,92.87779625779626,1.2609254012853905,0.3103448275862069,0.11206896551724138,7,2,0.25571725571725573,51,10.602910602910603,P30260,P30260,,CDC27,False,824,1208.0,-2.54239465350059,-2.5318191273343538,0.9983443708609272,0.9975165562913907,1775.0,5.730918383380281,5.826093,1.0,0.9966197183098592
326,202,0.6196319018404908,94.10638613861386,1.6160735975436666,0.3656716417910448,0.12686567164179105,8,3,0.24257425742574257,24,11.881188118811881,P35226,P35226,,BMI1,False,326,1208.0,0.059123537680288774,0.0750260248479341,0.014072847682119206,0.0024834437086092716,1775.0,5.396264647042254,5.3899245,1.0,0.9881690140845071
344,192,0.5581395348837209,94.00703125,1.6811539259685757,0.4076923076923077,0.13846153846153847,8,4,0.234375,13,6.770833333333333,P35227,P35227,,PCGF2,False,344,1208.0,-0.18217407719558154,-0.17284243192056514,0.02566225165562914,0.0008278145695364238,1775.0,3.8111422252636618,3.9698412,0.9577464788732394,0.8495774647887324
595,538,0.9042016806722689,91.69204460966542,2.109872247619661,0.24778761061946902,0.035398230088495575,11,3,0.22304832713754646,41,7.6208178438661704,P35240,P35240,,NF2,False,595,1208.0,0.2586694510755097,0.21292462023884173,0.037251655629139076,0.004966887417218543,1775.0,3.7558849059543657,3.6961274,0.9898591549295774,0.811830985915493
574,506,0.8815331010452961,87.13464426877471,2.4615782633248027,0.3409090909090909,0.10511363636363637,24,5,0.17391304347826086,13,2.5691699604743086,P36406,P36406,,TRIM23,False,574,1208.0,-0.06984857081509861,-0.06301087799897759,0.004966887417218543,0.0,1775.0,2.983494921594366,3.0098827,0.9954929577464788,0.5064788732394366
1863,324,0.17391304347826086,90.70787037037037,1.560762299431695,0.3096446700507614,0.07106598984771574,10,4,0.21296296296296297,14,4.320987654320987,P38398,P38398,,BRCA1,False,1863,1208.0,-0.49217197442945415,-0.46457778570351904,0.4478476821192053,0.048013245033112585,1775.0,4.195356995346478,4.321387,0.9949295774647887,0.8794366197183099
786,501,0.6374045801526718,92.7063872255489,1.1071990515475358,0.3,0.0875,8,3,0.21756487025948104,29,5.788423153692615,P41002,P41002,,CCNF,False,786,1208.0,-0.08562244496527281,-0.062013105235844995,0.06291390728476821,0.0041390728476821195,1775.0,3.491736655177465,3.5957663,0.9892957746478873,0.7352112676056338
1012,924,0.9130434782608695,92.57514069264069,1.065577974267897,0.31143552311435524,0.07542579075425791,11,2,0.20346320346320346,24,2.5974025974025974,P41226,P41226,,UBA7,False,1012,1208.0,-0.09705590028107103,-0.09840288043086051,0.0024834437086092716,0.0,1775.0,3.034091924387605,3.1236231,0.8202816901408451,0.5211267605633803
314,177,0.5636942675159236,91.7332768361582,1.4103517575255113,0.4387755102040816,0.10204081632653061,9,2,0.2598870056497175,14,7.909604519774012,P43356,P43356,,MAGEA2,False,314,,,,,,1775.0,1.4898030159876057,0.09380083,0.30140845070422534,0.2535211267605634
314,181,0.5764331210191083,92.09502762430938,1.4024646936046055,0.4077669902912621,0.1262135922330097,8,3,0.2596685082872928,20,11.049723756906078,P43357,P43357,,MAGEA3,False,314,,,,,,1775.0,2.2780999135763382,0.28244454,0.39154929577464787,0.3261971830985915
314,191,0.60828025477707,91.46471204188482,1.3426778549292395,0.3611111111111111,0.07407407407407407,7,3,0.23036649214659685,10,5.2356020942408374,P43360,P43360,,MAGEA6,False,314,1047.0,-0.04601702196339464,-0.0370819601672508,0.007640878701050621,0.0009551098376313276,1775.0,2.058560882162817,0.22775093,0.3628169014084507,0.30253521126760563
294,282,0.9591836734693877,94.28929078014185,1.2477780314365887,0.3942307692307692,0.12980769230769232,64,2,0.24468085106382978,67,23.75886524822695,P45880,P45880,,VDAC2,False,294,1208.0,-0.18454207599773753,-0.1574574179588095,0.06374172185430464,0.0074503311258278145,1775.0,7.694430634929577,7.677762,1.0,1.0
603,502,0.8325041459369817,93.08627490039842,1.105696798773115,0.24152542372881355,0.11440677966101695,6,1,0.199203187250996,28,5.577689243027888,P53350,P53350,,PLK1,False,603,1208.0,-2.753743496032642,-2.7779014162976283,0.9991721854304636,0.9975165562913907,1775.0,5.7579378926028175,5.9922633,0.9960563380281691,0.9695774647887324
858,664,0.7738927738927739,90.46073795180723,1.2729108148628268,0.29393939393939394,0.03939393939393939,8,6,0.20180722891566266,13,1.957831325301205,P45974,P45974,,USP5,False,858,1208.0,-1.2556664652255947,-1.2613282194456423,0.9817880794701986,0.8327814569536424,1775.0,5.4741081710422534,5.510367,1.0,0.9977464788732394
1132,466,0.411660777385159,86.72377682403433,1.56519349054187,0.3223684210526316,0.08552631578947369,12,5,0.2575107296137339,60,12.875536480686694,P46379,P46379,,BAG6,False,1132,1208.0,-0.1491695455802051,-0.14608068035743155,0.03145695364238411,0.0,1775.0,7.1149053668169016,7.1326694,1.0,1.0
1319,468,0.354814253222138,86.3115811965812,1.4465049434257624,0.2608695652173913,0.16205533596837945,4,0,0.23931623931623933,20,4.273504273504273,P46934,P46934,,NEDD4,False,1319,1208.0,0.042946571296630986,0.04284597565188725,0.0,0.0,1775.0,3.422274647152112,3.4873834,0.963943661971831,0.6805633802816902
415,304,0.7325301204819277,95.3351644736842,1.2008485289484545,0.27631578947368424,0.10526315789473684,4,0,0.18092105263157895,18,5.921052631578947,P48730,P48730,,CSNK1D,False,415,1208.0,-0.08621858318251947,-0.0712815053067318,0.020695364238410598,0.0008278145695364238,1775.0,6.430722207211267,6.4760675,1.0,1.0
236,188,0.7966101694915254,94.52601063829788,1.2371605547057558,0.2962962962962963,0.046296296296296294,5,1,0.21808510638297873,31,16.48936170212766,P49427,P49427,,CDC34,False,236,1208.0,0.06420867126600839,0.06140589494318345,0.0,0.0,1775.0,5.074940741915492,5.0766573,1.0,0.9977464788732394
152,149,0.9802631578947368,94.83268456375839,1.2675392320967909,0.25,0.05952380952380952,3,0,0.2214765100671141,27,18.120805369127517,P49459,P49459,,UBE2A,False,152,1208.0,-0.16166009607855533,-0.148191422519945,0.0869205298013245,0.005794701986754967,1775.0,6.449534276676055,6.4711957,1.0,1.0
126,125,0.9920634920634921,96.45048000000001,1.247297541682134,0.38961038961038963,0.07792207792207792,6,1,0.208,12,9.6,P49773,P49773,,HINT1,False,126,1208.0,0.07694429941348988,0.0760562228455999,0.0,0.0,1775.0,8.82658615256338,8.865133,1.0,0.9994366197183099
561,486,0.8663101604278075,94.08609053497942,1.1811543903873074,0.30158730158730157,0.11904761904761904,9,4,0.1831275720164609,22,4.526748971193416,P49902,P49902,,NT5C2,False,561,1208.0,0.004621187716347501,0.00400945230195455,0.0,0.0,1775.0,5.374058694309858,5.426362,1.0,0.9966197183098592
292,237,0.8116438356164384,88.96135021097048,1.7050150485086142,0.43452380952380953,0.09523809523809523,22,2,0.18143459915611815,7,2.9535864978902953,P50876,P50876,,RNF144A,False,292,1208.0,0.1773917568280539,0.17542826169939463,0.0,0.0,1775.0,2.070336193012958,1.907656,0.6957746478873239,0.27549295774647886
712,399,0.5603932584269663,91.28817042606515,1.213693530928962,0.34951456310679613,0.08737864077669903,9,3,0.22556390977443608,24,6.015037593984962,P51617,P51617,,IRAK1,False,712,1208.0,0.08403193572787875,0.08216849222415834,0.0024834437086092716,0.0008278145695364238,1775.0,6.271770353684507,6.321369,0.9988732394366198,0.9949295774647887
147,147,1.0,96.36897959183675,1.268442686357448,0.30864197530864196,0.08641975308641975,6,1,0.2585034013605442,21,14.285714285714285,P51668,P51668,,UBE2D1,False,147,1208.0,0.022511179495950516,0.025282167327267152,0.0016556291390728477,0.0,1775.0,4.555024869830986,4.5643353,0.9994366197183099,0.9802816901408451
882,541,0.6133786848072562,89.93231053604437,2.227661918185609,0.32951289398280803,0.07449856733524356,14,8,0.22920517560073936,24,4.436229205175601,P29590,P29590,,PML,False,882,1208.0,0.03114365460396724,0.028752594799035747,0.0008278145695364238,0.0008278145695364238,1775.0,4.2229608811267605,4.270768,1.0,0.9104225352112676
305,242,0.7934426229508197,87.4622727272727,2.4270228690996984,0.5085714285714286,0.17142857142857143,20,8,0.23553719008264462,31,12.8099173553719,P28328,P28328,,PEX2,False,305,1208.0,-0.06940853783835449,-0.041164279589764305,0.029801324503311258,0.0,1775.0,5.40128782112676,5.4279647,1.0,0.9988732394366198
906,420,0.46357615894039733,92.00157142857144,1.2729048312011992,0.2680851063829787,0.08085106382978724,5,1,0.22857142857142856,20,4.761904761904762,P22681,P22681,,CBL,False,906,1208.0,0.02591801212491548,0.02437509349333265,0.0016556291390728477,0.0,1775.0,3.3321700728000003,3.357397,0.9988732394366198,0.6783098591549296
1893,826,0.4363444268357105,88.6436440677966,1.5661887923276272,0.325187969924812,0.08082706766917293,10,10,0.21307506053268765,25,3.026634382566586,P21675,P21675,,TAF1,False,1893,1208.0,-0.6265549554508284,-0.6248281927368666,0.7086092715231788,0.04966887417218543,1775.0,4.237388361577465,4.273165,1.0,0.9509859154929577
483,405,0.8385093167701864,92.06555555555555,1.3366403564354439,0.26063829787234044,0.06914893617021277,4,0,0.1925925925925926,31,7.654320987654321,O95522,O95522,,PRAMEF12,False,483,1208.0,-0.12344386667453275,-0.11444069298456935,0.014072847682119206,0.0,1775.0,0.015586378247323944,0.0,0.003943661971830986,0.0
575,239,0.4156521739130435,88.5073640167364,2.0444486468970227,0.31137724550898205,0.07784431137724551,9,3,0.19665271966527198,20,8.368200836820083,O95628,O95628,,CNOT4,False,575,1208.0,-0.039335121785539,-0.028769054981692348,0.0347682119205298,0.0008278145695364238,1775.0,3.2925192089126756,3.308773,0.9994366197183099,0.7487323943661972
925,835,0.9027027027027027,89.82032335329342,1.1729026152301836,0.2566585956416465,0.0847457627118644,4,0,0.18083832335329342,19,2.2754491017964074,O95786,O95786,,RIGI,False,925,1208.0,-0.04830302327775836,-0.048332264595431954,0.0024834437086092716,0.0,1775.0,2.49958160996169,2.371043,0.8816901408450705,0.30140845070422534
361,284,0.7867036011080333,92.23890845070422,1.2406387391889229,0.494949494949495,0.13131313131313133,90,1,0.33098591549295775,94,33.098591549295776,O96008,O96008,,TOMM40,False,361,1208.0,-1.4901628271629714,-1.4878914191750252,0.9958609271523179,0.9172185430463576,1775.0,6.042254087323943,6.1012635,1.0,0.9994366197183099
543,366,0.6740331491712708,91.80622950819672,1.4873285878686235,0.2391304347826087,0.043478260869565216,5,1,0.1994535519125683,20,5.46448087431694,O96017,O96017,,CHEK2,False,543,1208.0,0.21951236553845363,0.2021183754514822,0.0,0.0,1775.0,4.271303701352113,4.3102164,0.9994366197183099,0.9436619718309859
1130,523,0.46283185840707963,92.85931166347991,1.1634925172095247,0.26848249027237353,0.07782101167315175,6,1,0.23518164435946462,44,8.413001912045889,P00519,P00519,,ABL1,False,1130,1208.0,-0.027580957237029708,-0.0126854687121672,0.011589403973509934,0.005794701986754967,1775.0,4.489933115774647,4.5351696,1.0,0.9661971830985916
165,152,0.9212121212121213,88.71684210526317,1.503301610018427,0.3157894736842105,0.06315789473684211,6,2,0.20394736842105263,13,8.552631578947368,P05161,P05161,,ISG15,False,165,1208.0,-0.053754983995077193,-0.0335641805850187,0.022350993377483443,0.006622516556291391,1775.0,5.318329059267605,5.376565,0.9752112676056338,0.8709859154929578
532,473,0.8890977443609023,92.9685623678647,2.8380630271834812,0.2935153583617747,0.040955631399317405,16,2,0.19661733615221988,21,4.439746300211417,P05362,P05362,,ICAM1,False,532,1208.0,0.051834563908088424,0.049668486132353445,0.0008278145695364238,0.0008278145695364238,1775.0,3.381314143980845,3.4106193,0.7842253521126761,0.5515492957746478
278,182,0.6546762589928058,89.90082417582417,1.2606386105028964,0.35106382978723405,0.10638297872340426,10,1,0.2032967032967033,11,6.043956043956044,P0C0E4,P0C0E4,,RAB40AL,False,278,1165.0,0.036098007618778044,0.0374548926944858,0.0,0.0,1775.0,0.1660126956709859,0.11839029,0.004507042253521127,0.0
286,246,0.8601398601398601,95.87813008130081,1.2163079927024762,0.3130434782608696,0.08695652173913043,6,1,0.1910569105691057,12,4.878048780487805,P0C2W1,P0C2W1,,FBXO45,False,286,1208.0,0.0383670038943939,0.03949298910741105,0.0008278145695364238,0.0,1775.0,3.9992166348732394,4.0131674,1.0,0.9228169014084507
685,653,0.9532846715328467,90.13384379785604,1.3379498267168528,0.1731266149870801,0.04392764857881137,3,0,0.1439509954058193,4,0.6125574272588056,P0CG48,P0CG48,,UBC,False,685,382.0,-0.33428078072306777,-0.3384464982345773,0.3010471204188482,0.05235602094240838,1775.0,9.660970168788733,9.701067,1.0,1.0
452,379,0.838495575221239,91.70641160949867,1.6667595353906897,0.2613065326633166,0.1407035175879397,6,1,0.18997361477572558,17,4.485488126649076,P0CI25,P0CI25,,TRIM49,False,452,,,,,,1775.0,0.0552767406456338,0.0,0.012957746478873239,0.003943661971830986
452,374,0.827433628318584,91.71542780748663,1.6738881480434429,0.26262626262626265,0.13131313131313133,6,1,0.1925133689839572,25,6.684491978609626,P0CI26,P0CI26,,TRIM49C,False,452,,,,,,1775.0,0.03484972158535211,0.0,0.009014084507042254,0.0011267605633802818
641,594,0.9266770670826833,92.4325925925926,1.1685188752452995,0.21014492753623187,0.043478260869565216,4,0,0.1750841750841751,40,6.7340067340067336,P0DMV8,P0DMV8,,HSPA1A,False,641,,,,,,1775.0,4.57390668898986,5.19086,0.8895774647887323,0.7453521126760564
641,585,0.9126365054602185,92.80242735042735,1.1676434583241941,0.21509433962264152,0.045283018867924525,4,0,0.17606837606837608,39,6.666666666666667,P0DMV9,P0DMV9,,HSPA1B,False,641,,,,,,1775.0,5.525374681864788,5.6629233,0.9915492957746479,0.9543661971830986
478,399,0.8347280334728033,91.11719298245616,1.343518236361331,0.2631578947368421,0.08947368421052632,3,0,0.18045112781954886,11,2.756892230576441,P0DUQ1,P0DUQ1,,PRAMEF15,False,478,,,,,,1775.0,0.01346243653915493,0.0,0.0016901408450704226,0.0
478,397,0.8305439330543933,91.55861460957178,1.3409016258090922,0.27225130890052357,0.09424083769633508,4,0,0.17884130982367757,11,2.770780856423174,P0DUQ2,P0DUQ2,,PRAMEF9,False,478,,,,,,1775.0,0.007610563250140844,0.0,0.0005633802816901409,0.0
449,322,0.7171492204899778,89.26826086956521,1.8895843646044472,0.14285714285714285,0.05142857142857143,4,0,0.15217391304347827,6,1.8633540372670807,P10909,P10909,,CLU,False,449,1208.0,0.026985464459388552,0.0288965771509669,0.0,0.0,1775.0,5.866159857338592,6.3091617,0.9261971830985916,0.8084507042253521
513,469,0.9142300194931774,92.61744136460555,2.444481587468808,0.36764705882352944,0.08529411764705883,14,9,0.21748400852878466,17,3.624733475479744,P14373,P14373,,TRIM27,False,513,1208.0,0.03546416389309818,0.03549260957510795,0.0024834437086092716,0.0,1775.0,5.309624453971831,5.330691,1.0,0.9977464788732394
1043,829,0.7948226270373921,92.21668275030157,1.674271445104656,0.27927927927927926,0.09234234234234234,8,5,0.195416164053076,24,2.8950542822677927,P15918,P15918,,RAG1,False,1043,1208.0,-0.05651265050052836,-0.0525611752614045,0.0016556291390728477,0.0,1775.0,0.69220432816,0.38995552,0.17971830985915493,0.031549295774647886
475,449,0.9452631578947368,92.89953229398664,2.660615779064534,0.34448160535117056,0.07023411371237458,12,3,0.19599109131403117,17,3.78619153674833,P19474,P19474,,TRIM21,False,475,1208.0,0.0609920530962525,0.06403000415981175,0.0,0.0,1775.0,3.2576383229166197,3.3719046,0.9690140845070423,0.6552112676056338
