n_residues_total,n_residues_confident,confident_fraction,mean_plddt,compactness,hp_surf_frac,arom_surf_frac,max_hp_patch,n_hp_patches_5plus,pocket_density,max_pocket_cluster,pocket_cluster_per_100res,accession,Entry,intended_gene,gene_symbol,protac_validated,Length
335,242,0.7223880597014926,91.95053719008264,1.3961363345890974,0.3360655737704918,0.09836065573770492,10,2,0.2231404958677686,32,13.223140495867769,Q9Y576,Q9Y576,,ASB1,False,335
477,408,0.8553459119496856,90.8780637254902,2.591896196742296,0.34519572953736655,0.05693950177935943,9,6,0.18382352941176472,12,2.941176470588235,Q9Y577,Q9Y577,,TRIM17,False,477
815,484,0.5938650306748466,91.3254958677686,1.3174650885842063,0.28440366972477066,0.08256880733944955,7,1,0.21487603305785125,27,5.578512396694215,Q9Y597,Q9Y597,,KCTD3,False,815
225,156,0.6933333333333334,88.86429487179488,1.2684814694908912,0.6067415730337079,0.16853932584269662,13,7,0.33974358974358976,29,18.58974358974359,Q9Y5U4,Q9Y5U4,,INSIG2,False,225
778,219,0.2814910025706941,89.1211415525114,1.3643729620613372,0.3504273504273504,0.07692307692307693,15,2,0.2374429223744292,27,12.32876712328767,Q9Y5V3,Q9Y5V3,,MAGED1,False,778
202,168,0.8316831683168316,89.01529761904762,1.8537559961738213,0.2803738317757009,0.102803738317757,9,2,0.21428571428571427,12,7.142857142857142,Q9Y6G5,Q9Y6G5,,COMMD10,False,202
919,236,0.25680087051142547,89.98983050847458,1.7851160659048724,0.2689655172413793,0.0896551724137931,7,3,0.15677966101694915,6,2.5423728813559325,Q9Y6H5,Q9Y6H5,,SNCAIP,False,919
421,357,0.8479809976247031,91.70504201680671,1.024378636041105,0.37142857142857144,0.10714285714285714,7,1,0.226890756302521,26,7.282913165266107,Q9Y6I7,Q9Y6I7,,WSB1,False,421
377,180,0.47745358090185674,81.79755555555555,3.6675305528510895,0.4017094017094017,0.07692307692307693,16,2,0.15555555555555556,5,2.7777777777777777,Q9Y6U7,Q9Y6U7,,RNF215,False,377
642,535,0.8333333333333334,93.36102803738318,1.2121971921086936,0.2669172932330827,0.10902255639097744,8,2,0.21682242990654205,33,6.16822429906542,Q9Y6Y0,Q9Y6Y0,,IVNS1ABP,False,642
147,147,1.0,96.31632653061224,1.269966365282073,0.2962962962962963,0.09876543209876543,7,1,0.2653061224489796,22,14.965986394557824,Q9Y2X8,Q9Y2X8,,UBE2D4,False,147
406,365,0.8990147783251231,94.84295890410957,1.0689004403687499,0.2787878787878788,0.08484848484848485,9,2,0.2191780821917808,41,11.232876712328768,Q9Y2U9,Q9Y2U9,,KLHDC2,False,406
609,553,0.9080459770114943,93.12976491862567,1.375121520603844,0.2702702702702703,0.06418918918918919,7,2,0.20433996383363473,30,5.424954792043399,Q9Y2M5,Q9Y2M5,,KLHL20,False,609
496,375,0.7560483870967742,93.35066666666668,1.4065135917445488,0.3407821229050279,0.12849162011173185,5,3,0.18133333333333335,31,8.266666666666666,Q9UM11,Q9UM11,,FZR1,False,496
434,395,0.9101382488479263,94.25384810126582,1.2602373732495162,0.29901960784313725,0.11764705882352941,9,2,0.14936708860759493,13,3.2911392405063293,Q9UKT6,Q9UKT6,,FBXL21P,False,434
428,390,0.9112149532710281,94.68661538461538,1.2674246156984978,0.3076923076923077,0.1076923076923077,11,2,0.16153846153846155,8,2.051282051282051,Q9UKT7,Q9UKT7,,FBXL3,False,428
454,429,0.9449339207048458,90.76874125874127,1.4481237568028886,0.3037383177570093,0.08878504672897196,10,2,0.20046620046620048,38,8.857808857808857,Q9UKT8,Q9UKT8,,FBXW2,False,454
643,415,0.645412130637636,87.94510843373494,1.4847072739743459,0.43956043956043955,0.13186813186813187,12,9,0.2819277108433735,87,20.96385542168675,Q9UKV5,Q9UKV5,,AMFR,False,643
735,650,0.8843537414965986,93.63266153846153,1.2075068633384478,0.24509803921568626,0.08496732026143791,9,2,0.2123076923076923,18,2.769230769230769,Q9UL63,Q9UL63,,MKLN1,False,735
438,296,0.6757990867579908,90.41668918918917,2.9860582280106747,0.3768844221105528,0.11055276381909548,25,2,0.18243243243243243,17,5.743243243243244,Q9ULK6,Q9ULK6,,RNF150,False,438
936,243,0.25961538461538464,87.52506172839507,2.945765095883035,0.3375796178343949,0.11464968152866242,19,3,0.15637860082304528,9,3.7037037037037033,Q9ULT6,Q9ULT6,,ZNRF3,False,936
2610,1676,0.6421455938697318,85.30658711217184,1.1859235420852288,0.2349869451697128,0.07049608355091384,5,2,0.19749403341288782,26,1.5513126491646778,Q9ULT8,Q9ULT8,,HECTD1,False,2610
474,372,0.7848101265822784,91.02948924731183,1.1729455930617017,0.3149171270718232,0.08287292817679558,4,0,0.20967741935483872,26,6.989247311827956,Q9ULV8,Q9ULV8,,CBLC,False,474
631,380,0.6022187004754358,88.89997368421052,1.5465245805515229,0.26881720430107525,0.04838709677419355,5,3,0.19736842105263158,16,4.2105263157894735,Q9ULX5,Q9ULX5,,RNF112,False,631
185,171,0.9243243243243243,92.79146198830412,1.3111831540810701,0.29,0.1,5,1,0.1695906432748538,19,11.11111111111111,Q9UM13,Q9UM13,,ANAPC10,False,185
1162,755,0.6497418244406197,92.53923178807946,1.1658024890884686,0.24338624338624337,0.06878306878306878,4,0,0.18543046357615894,10,1.3245033112582782,Q9Y2K7,Q9Y2K7,,KDM2A,False,1162
504,462,0.9166666666666666,93.38971861471862,1.4038637575248494,0.33070866141732286,0.05905511811023622,16,3,0.18614718614718614,25,5.411255411255411,Q9UMS4,Q9UMS4,,PRPF19,False,504
303,278,0.9174917491749175,93.50420863309353,1.8165792691758043,0.292817679558011,0.06629834254143646,8,4,0.21223021582733814,12,4.316546762589928,Q9UNE7,Q9UNE7,,STUB1,False,303
1127,501,0.4445430346051464,88.63744510978044,2.292965629934784,0.37534246575342467,0.08493150684931507,9,11,0.16966067864271456,13,2.5948103792415167,Q9UPN9,Q9UPN9,,TRIM33,False,1127
493,448,0.9087221095334685,92.28875000000001,2.243605353226131,0.37116564417177916,0.09202453987730061,16,8,0.18973214285714285,16,3.571428571428571,Q9UPQ4,Q9UPQ4,,TRIM35,False,493
1066,523,0.4906191369606004,87.99317399617591,2.0515551767431064,0.3407960199004975,0.07711442786069651,18,7,0.1586998087954111,14,2.676864244741874,Q9UPQ7,Q9UPQ7,,PDZRN3,False,1066
953,847,0.8887722980062959,90.76918536009445,1.137124013442916,0.23768115942028986,0.07536231884057971,4,0,0.17591499409681227,24,2.833530106257379,Q9Y239,Q9Y239,,NOD1,False,953
685,128,0.18686131386861313,87.47046875000001,2.7873002299692593,0.2111111111111111,0.12222222222222222,3,0,0.1640625,9,7.03125,Q9Y252,Q9Y252,,RNF6,False,685
605,444,0.7338842975206612,94.42635135135136,1.3756986875502335,0.25,0.09821428571428571,6,2,0.18018018018018017,13,2.9279279279279278,Q9Y297,Q9Y297,,BTRC,False,605
619,418,0.6752827140549273,90.78698564593302,1.4269183325908033,0.32489451476793246,0.0759493670886076,8,2,0.20574162679425836,29,6.937799043062201,Q9Y2E6,Q9Y2E6,,DTX4,False,619
522,421,0.8065134099616859,94.082351543943,1.377973905190044,0.32195121951219513,0.07804878048780488,6,2,0.20902612826603326,20,4.750593824228028,Q9Y2F9,Q9Y2F9,,BTBD3,False,522
384,354,0.921875,95.5402824858757,1.0397813709972648,0.38,0.06,9,3,0.2627118644067797,57,16.101694915254235,Q9NYA1,Q9NYA1,,SPHK1,False,384
571,560,0.9807355516637478,93.46485714285714,1.3104265926638514,0.32269503546099293,0.11702127659574468,6,2,0.22321428571428573,48,8.571428571428571,Q9NXS3,Q9NXS3,,KLHL28,False,571
433,343,0.792147806004619,84.34102040816327,2.950068852189956,0.5679012345679012,0.10185185185185185,127,4,0.10787172011661808,7,2.0408163265306123,Q9BY78,Q9BY78,,RNF26,False,433
580,427,0.7362068965517241,90.80290398126463,2.8486305717052187,0.3630573248407643,0.08598726114649681,23,5,0.20374707259953162,19,4.449648711943794,Q9H8W5,Q9H8W5,,TRIM45,False,580
482,421,0.8734439834024896,93.45959619952495,1.5037862419746109,0.3274336283185841,0.05752212389380531,10,2,0.2209026128266033,25,5.938242280285035,Q9H0C5,Q9H0C5,,BTBD1,False,482
515,92,0.1786407766990291,93.36652173913043,1.8453769042376853,0.35384615384615387,0.06153846153846154,7,1,0.16304347826086957,7,7.608695652173914,Q9H0F5,Q9H0F5,,RNF38,False,515
387,257,0.6640826873385013,90.53906614785993,1.3289630997841062,0.4350282485875706,0.062146892655367235,9,6,0.26459143968871596,26,10.116731517509727,Q9H0F6,Q9H0F6,,SHARPIN,False,387
589,548,0.9303904923599321,91.36169708029196,1.2704270569990284,0.2753623188405797,0.10144927536231885,5,1,0.20437956204379562,24,4.37956204379562,Q9H0H3,Q9H0H3,,KLHL25,False,589
922,656,0.7114967462039046,89.84068597560976,1.1644094279794945,0.2514792899408284,0.07692307692307693,4,0,0.22560975609756098,52,7.926829268292683,Q9H0M0,Q9H0M0,,WWP1,False,922
261,80,0.3065134099616858,83.846,1.3132290010994623,0.35,0.125,2,0,0.1875,5,6.25,Q9H0X6,Q9H0X6,,RNF208,False,261
1944,1458,0.75,87.90323731138545,1.1966662911228052,0.3026315789473684,0.09046052631578948,6,4,0.21604938271604937,72,4.938271604938271,Q9H1A4,Q9H1A4,,ANAPC1,False,1944
796,309,0.38819095477386933,88.69223300970874,1.4731543860183858,0.32195121951219513,0.07804878048780488,10,4,0.19741100323624594,12,3.8834951456310676,Q9H1B7,Q9H1B7,,IRF2BPL,False,796
941,788,0.8374070138150903,84.03997461928934,1.8641474651018093,0.2930648769574944,0.09843400447427293,9,5,0.22842639593908629,43,5.456852791878172,Q9H270,Q9H270,,VPS11,False,941
597,554,0.9279731993299832,92.25714801444045,1.177322245270171,0.28044280442804426,0.09225092250922509,8,2,0.21660649819494585,34,6.137184115523466,Q9H2C0,Q9H2C0,,GAN,False,597
420,234,0.5571428571428572,87.55910256410256,1.3928957028401212,0.3870967741935484,0.016129032258064516,5,1,0.2264957264957265,32,13.675213675213676,Q9H2S5,Q9H2S5,,RNF39,False,420
1198,371,0.3096828046744574,93.91083557951482,1.145152045400226,0.35,0.10555555555555556,5,1,0.19137466307277629,30,8.086253369272237,Q9H2X6,Q9H2X6,,HIPK2,False,1198
313,237,0.7571884984025559,92.79012658227848,1.8095898793623728,0.2878787878787879,0.06818181818181818,3,0,0.1940928270042194,9,3.79746835443038,Q9H3F6,Q9H3F6,,KCTD10,False,313
300,263,0.8766666666666667,95.61958174904944,1.325733386567459,0.3357142857142857,0.08571428571428572,12,3,0.17490494296577946,14,5.323193916349809,Q9H469,Q9H469,,FBXL15,False,300
255,242,0.9490196078431372,94.05433884297521,1.459392041360441,0.3358208955223881,0.11194029850746269,6,3,0.21074380165289255,17,7.024793388429752,Q9H4M3,Q9H4M3,,FBXO44,False,255
317,305,0.9621451104100947,93.20524590163934,2.4047288685302393,0.33663366336633666,0.06930693069306931,8,4,0.21311475409836064,21,6.885245901639345,Q9H4P4,Q9H4P4,,RNF41,False,317
410,366,0.8926829268292683,93.87469945355191,1.3536184603360062,0.30392156862745096,0.07352941176470588,7,1,0.21584699453551912,31,8.469945355191257,Q9H5I1,Q9H5I1,,SUV39H2,False,410
318,302,0.949685534591195,94.34264900662252,1.4649414272770565,0.2356687898089172,0.07643312101910828,7,2,0.18211920529801323,12,3.9735099337748347,Q9H672,Q9H672,,ASB7,False,318
350,246,0.7028571428571428,91.80369918699188,2.853096202985912,0.41935483870967744,0.1032258064516129,20,3,0.21951219512195122,33,13.414634146341465,Q9H6Y7,Q9H6Y7,,RNF167,False,350
288,261,0.90625,91.62072796934866,1.3303458774079304,0.3178294573643411,0.06201550387596899,6,2,0.25287356321839083,48,18.39080459770115,Q9H765,Q9H765,,ASB8,False,288
661,505,0.7639939485627837,92.17849504950495,1.3896744715187213,0.25882352941176473,0.07450980392156863,5,2,0.17425742574257425,18,3.564356435643564,Q9H7D7,Q9H7D7,,WDR26,False,661
354,255,0.7203389830508474,95.43427450980391,1.189555137338275,0.3225806451612903,0.11290322580645161,4,0,0.16470588235294117,9,3.5294117647058822,Q9H832,Q9H832,,UBE2Z,False,354
391,375,0.959079283887468,90.90037333333333,1.846914355953801,0.34701492537313433,0.0708955223880597,9,3,0.25333333333333335,40,10.666666666666668,Q9H871,Q9H871,,RMND5A,False,391
199,171,0.8592964824120602,83.44666666666667,1.9698776539518659,0.39823008849557523,0.07079646017699115,15,3,0.19883040935672514,15,8.771929824561402,Q9H0A8,Q9H0A8,,COMMD4,False,199
489,235,0.48057259713701433,90.70527659574468,1.6465822975930609,0.38125,0.1375,9,4,0.17872340425531916,8,3.404255319148936,Q9H040,Q9H040,,SPRTN,False,489
416,251,0.6033653846153846,88.11247011952193,1.7113514204783598,0.39893617021276595,0.14893617021276595,14,4,0.19123505976095617,8,3.187250996015936,Q9H000,Q9H000,,MKRN2,False,416
710,584,0.8225352112676056,91.3924315068493,2.133372299557035,0.34536082474226804,0.08762886597938144,13,9,0.1695205479452055,35,5.993150684931506,Q9C026,Q9C026,,TRIM9,False,710
350,204,0.5828571428571429,89.60612745098038,1.8040642142572814,0.34306569343065696,0.11678832116788321,8,2,0.23039215686274508,11,5.392156862745098,Q9BYE7,Q9BYE7,,PCGF6,False,350
488,432,0.8852459016393442,90.56923611111112,2.5610811203090322,0.3466666666666667,0.09,10,5,0.18055555555555555,29,6.712962962962964,Q9BYJ4,Q9BYJ4,,TRIM34,False,488
510,450,0.8823529411764706,89.09177777777778,1.8071232530177768,0.36024844720496896,0.07763975155279502,16,7,0.19555555555555557,15,3.3333333333333335,Q9BYM8,Q9BYM8,,RBCK1,False,510
358,287,0.8016759776536313,91.9061324041812,3.2380830406084633,0.3855932203389831,0.059322033898305086,16,7,0.18466898954703834,9,3.1358885017421603,Q9BYV2,Q9BYV2,,TRIM54,False,358
548,287,0.5237226277372263,91.99031358885019,3.3031935867287667,0.34615384615384615,0.08547008547008547,10,6,0.17770034843205576,10,3.484320557491289,Q9BYV6,Q9BYV6,,TRIM55,False,548
727,570,0.7840440165061898,93.03412280701754,1.642186008929213,0.3321554770318021,0.12367491166077739,12,1,0.22456140350877193,45,7.894736842105263,Q9BYZ6,Q9BYZ6,,RHOBTB2,False,727
514,458,0.8910505836575876,93.84403930131005,1.0988705695233778,0.3706896551724138,0.07758620689655173,12,4,0.2074235807860262,39,8.51528384279476,Q9BZK7,Q9BZK7,,TBL1XR1,False,514
551,341,0.6188747731397459,92.89293255131965,3.5642445734841863,0.35766423357664234,0.072992700729927,14,3,0.17595307917888564,18,5.278592375366569,Q9BZR9,Q9BZR9,,TRIM8,False,551
840,672,0.8,90.08110119047619,1.192250075886506,0.2786377708978328,0.07120743034055728,5,1,0.21577380952380953,38,5.654761904761905,Q8N653,Q8N653,,LZTR1,False,840
465,391,0.8408602150537634,90.22189258312021,2.4440924805485857,0.34782608695652173,0.07971014492753623,16,7,0.1867007672634271,17,4.3478260869565215,Q9C019,Q9C019,,TRIM15,False,465
511,448,0.8767123287671232,91.11982142857141,2.305419422508548,0.3353846153846154,0.07076923076923076,18,7,0.1875,17,3.7946428571428568,Q9C029,Q9C029,,TRIM7,False,511
305,302,0.9901639344262295,96.8382119205298,0.999970252109603,0.3230769230769231,0.12307692307692308,6,1,0.18543046357615894,37,12.251655629139073,Q9GZS3,Q9GZS3,,SKIC8,False,305
488,427,0.875,91.54620608899296,2.8022994150406935,0.33003300330033003,0.0858085808580858,8,8,0.18501170960187355,22,5.152224824355972,Q9C030,Q9C030,,TRIM6,False,488
493,423,0.8580121703853956,90.93609929078015,2.8867352724577553,0.32666666666666666,0.07333333333333333,10,5,0.1773049645390071,22,5.200945626477541,Q9C035,Q9C035,,TRIM5,False,493
500,422,0.844,88.78632701421802,2.7927989739904175,0.3694915254237288,0.07457627118644068,12,10,0.1966824644549763,13,3.080568720379147,Q9C037,Q9C037,,TRIM4,False,500
744,643,0.864247311827957,90.81811819595646,1.81000277195338,0.3198992443324937,0.08564231738035265,24,5,0.16018662519440124,14,2.177293934681182,Q9C040,Q9C040,,TRIM2,False,744
1298,333,0.25654853620955315,90.81444444444445,1.0306499233412705,0.2992125984251969,0.08661417322834646,4,0,0.24624624624624625,60,18.01801801801802,Q9C0C7,Q9C0C7,,AMBRA1,False,1298
1292,666,0.5154798761609907,89.93684684684685,1.2778857587166543,0.2857142857142857,0.059800664451827246,5,1,0.23723723723723725,30,4.504504504504505,Q9C0C9,Q9C0C9,,UBE2O,False,1292
744,710,0.9543010752688172,94.367,1.2881215970359308,0.23404255319148937,0.1094224924012158,6,2,0.14507042253521127,15,2.112676056338028,Q9C0D3,Q9C0D3,,ZYG11B,False,744
718,554,0.7715877437325905,94.10712996389893,1.3738683685988669,0.28719723183391005,0.07958477508650519,5,3,0.2292418772563177,40,7.2202166064981945,Q9C0H6,Q9C0H6,,KLHL4,False,718
224,187,0.8348214285714286,91.03732620320858,1.7404366823796629,0.3643410852713178,0.06976744186046512,10,3,0.22994652406417113,30,16.0427807486631,Q9GZQ3,Q9GZQ3,,COMMD5,False,224
1112,378,0.33992805755395683,89.73253968253967,1.2386346519246292,0.30857142857142855,0.045714285714285714,5,1,0.1931216931216931,10,2.6455026455026456,Q9GZR1,Q9GZR1,,SENP6,False,1112
292,200,0.684931506849315,93.74455,1.308287270427296,0.4296875,0.1484375,10,4,0.265,39,19.5,Q9H8T0,Q9H8T0,,AKTIP,False,292
327,284,0.8685015290519877,89.26197183098591,1.5118732224319176,0.5290697674418605,0.1686046511627907,23,4,0.3028169014084507,60,21.12676056338028,Q9H920,Q9H920,,RNF121,False,327
383,378,0.9869451697127938,92.84539682539682,1.5641719433259578,0.3284313725490196,0.10294117647058823,6,3,0.2222222222222222,19,5.026455026455026,Q9NXR7,Q9NXR7,,BABAM2,False,383
704,141,0.2002840909090909,86.004609929078,2.599211612311365,0.39655172413793105,0.08620689655172414,15,3,0.1347517730496454,6,4.25531914893617,Q9H992,Q9H992,,MARCHF7,False,704
258,150,0.5813953488372093,91.4216,1.2875808060720682,0.4090909090909091,0.06818181818181818,7,3,0.2,10,6.666666666666667,Q9NSE2,Q9NSE2,,CISH,False,258
359,152,0.4233983286908078,94.54065789473684,1.2510118228877776,0.3111111111111111,0.07777777777777778,3,0,0.19078947368421054,18,11.842105263157894,Q9NTX7,Q9NTX7,,RNF146,False,359
445,444,0.9977528089887641,92.84180180180181,1.2792026114580837,0.356,0.104,9,2,0.16666666666666666,10,2.2522522522522523,Q9NV06,Q9NV06,,DCAF13,False,445
838,288,0.3436754176610978,87.94114583333334,1.862382806559061,0.48484848484848486,0.10101010101010101,50,3,0.2673611111111111,31,10.76388888888889,Q9NV58,Q9NV58,,RNF19A,False,838
361,283,0.7839335180055401,95.24243816254418,1.148495931110864,0.35766423357664234,0.10218978102189781,10,2,0.1872791519434629,12,4.240282685512367,Q9NV79,Q9NV79,,PCMTD2,False,361
336,104,0.30952380952380953,84.92009615384616,1.9408363271225242,0.6835443037974683,0.22784810126582278,37,3,0.2980769230769231,29,27.884615384615387,Q9NV92,Q9NV92,,NDFIP2,False,336
651,467,0.717357910906298,88.31871520342612,2.165271109229006,0.3447098976109215,0.09556313993174062,17,4,0.1905781584582441,13,2.7837259100642395,Q9NVC6,Q9NVC6,,MED17,False,651
368,235,0.6385869565217391,92.60974468085107,1.746010668841451,0.31976744186046513,0.03488372093023256,11,3,0.16595744680851063,10,4.25531914893617,Q9NVF7,Q9NVF7,,FBXO28,False,368
582,389,0.6683848797250859,86.41848329048841,1.3353442207672497,0.3056768558951965,0.07860262008733625,8,4,0.17737789203084833,14,3.5989717223650386,Q9NVN8,Q9NVN8,,GNL3L,False,582
708,567,0.8008474576271186,89.80460317460319,1.3577177174464556,0.27106227106227104,0.08424908424908426,10,2,0.19929453262786595,26,4.5855379188712515,Q9NVR0,Q9NVR0,,KLHL11,False,708
624,130,0.20833333333333334,87.05976923076923,2.2808588963875147,0.23404255319148937,0.05319148936170213,2,0,0.17692307692307693,11,8.461538461538462,Q9NVW2,Q9NVW2,,RLIM,False,624
534,392,0.7340823970037453,88.84147959183673,1.4125754709169138,0.2814070351758794,0.10552763819095477,9,2,0.19642857142857142,16,4.081632653061225,Q9NVX7,Q9NVX7,,KBTBD4,False,534
375,358,0.9546666666666667,93.05175977653631,1.7752530021428776,0.3561643835616438,0.0958904109589041,7,4,0.2569832402234637,49,13.687150837988826,Q9NW38,Q9NW38,,FANCL,False,375
866,434,0.5011547344110855,86.89532258064516,2.0222584388914115,0.273972602739726,0.0958904109589041,9,3,0.21658986175115208,20,4.6082949308755765,Q9NWF9,Q9NWF9,,RNF216,False,866
711,105,0.14767932489451477,82.75685714285717,2.0833836359384685,0.5222222222222223,0.13333333333333333,14,4,0.18095238095238095,6,5.714285714285714,Q9NWN3,Q9NWN3,,FBXO34,False,711
228,218,0.956140350877193,93.74477064220184,1.4733061869303803,0.34265734265734266,0.07692307692307693,16,3,0.26605504587155965,27,12.385321100917432,Q9NWU2,Q9NWU2,,GID8,False,228
421,371,0.8812351543942993,91.81239892183287,1.4705092747161175,0.3048128342245989,0.11764705882352941,11,2,0.22641509433962265,32,8.62533692722372,Q9NWX5,Q9NWX5,,ASB6,False,421
460,385,0.8369565217391305,92.24693506493506,1.1372305892797783,0.287292817679558,0.08287292817679558,6,2,0.19480519480519481,36,9.35064935064935,Q9NWZ3,Q9NWZ3,,IRAK4,False,460
183,160,0.8743169398907104,91.36393749999999,1.8602723145859499,0.35185185185185186,0.09259259259259259,10,2,0.2,12,7.5,Q9NX08,Q9NX08,,COMMD8,False,183
278,235,0.8453237410071942,90.80212765957447,2.354890308954509,0.5,0.12209302325581395,28,4,0.25957446808510637,32,13.617021276595745,Q9NX47,Q9NX47,,MARCHF5,False,278
875,720,0.8228571428571428,90.38469444444443,1.6596934440340587,0.323943661971831,0.10140845070422536,14,3,0.18333333333333332,33,4.583333333333333,Q9NXC5,Q9NXC5,,MIOS,False,875
227,121,0.5330396475770925,86.04710743801654,1.8000051325017756,0.5978260869565217,0.10869565217391304,33,3,0.2231404958677686,12,9.917355371900827,Q9NXI6,Q9NXI6,,RNF186,False,227
326,303,0.9294478527607362,91.69254125412542,1.2833731777443824,0.29605263157894735,0.07236842105263158,9,1,0.1782178217821782,11,3.6303630363036308,Q9NXK8,Q9NXK8,,FBXL12,False,326
495,239,0.48282828282828283,91.90899581589959,1.8036026553598423,0.3254437869822485,0.07692307692307693,8,2,0.20502092050209206,17,7.112970711297072,Q9NS91,Q9NS91,,RAD18,False,495
142,75,0.528169014084507,87.7652,3.303663942791863,0.5066666666666667,0.12,25,2,0.05333333333333334,2,2.666666666666667,Q9NS69,Q9NS69,,TOMM22,False,142
1045,197,0.18851674641148325,88.92472081218273,1.6993060390830292,0.35537190082644626,0.14049586776859505,5,1,0.2233502538071066,9,4.568527918781726,Q9NS56,Q9NS56,,TOPORS,False,1045
577,161,0.27902946273830154,88.60509316770187,1.583442191551483,0.2916666666666667,0.07291666666666667,3,0,0.2236024844720497,18,11.180124223602485,Q9HCI7,Q9HCI7,,MSL2,False,577
155,83,0.535483870967742,87.94602409638554,2.7742001396108766,0.47761194029850745,0.13432835820895522,20,1,0.1566265060240964,7,8.433734939759036,Q9H9V4,Q9H9V4,,RNF122,False,155
420,375,0.8928571428571429,93.80656,1.1953713078209216,0.2832369942196532,0.09248554913294797,4,0,0.19466666666666665,35,9.333333333333334,Q9HAT8,Q9HAT8,,PELI2,False,420
748,558,0.7459893048128342,88.27120071684588,1.2351811706371105,0.2682926829268293,0.08362369337979095,7,1,0.1953405017921147,25,4.480286738351254,Q9HAU4,Q9HAU4,,SMURF2,False,748
307,232,0.755700325732899,91.6007327586207,1.5083353380103355,0.40540540540540543,0.12162162162162163,17,4,0.22844827586206898,37,15.948275862068966,Q9HAY2,Q9HAY2,,MAGEF1,False,307
1191,417,0.3501259445843829,92.33364508393286,1.4352430605170496,0.2875536480686695,0.06437768240343347,6,1,0.2038369304556355,25,5.995203836930456,Q9HBD1,Q9HBD1,,RC3H2,False,1191
687,300,0.4366812227074236,83.16713333333333,1.6572795384710013,0.319047619047619,0.11428571428571428,8,4,0.19333333333333333,7,2.3333333333333335,Q9HBE1,Q9HBE1,,PATZ1,False,687
1040,896,0.8615384615384616,90.2578236607143,1.1323964564519404,0.264,0.08,6,2,0.1796875,17,1.8973214285714284,Q9HC29,Q9HC29,,NOD2,False,1040
741,235,0.31713900134952766,81.89961702127661,1.6817696269532645,0.3,0.1125,7,1,0.20425531914893616,11,4.680851063829787,Q9HC78,Q9HC78,,ZBTB20,False,741
757,528,0.6974900924702774,88.79274621212122,1.3293430030396889,0.27007299270072993,0.09124087591240876,4,0,0.19128787878787878,15,2.840909090909091,Q9HCE7,Q9HCE7,,SMURF1,False,757
957,350,0.3657262277951933,83.53617142857142,1.3684559801260667,0.3641304347826087,0.11956521739130435,8,3,0.2542857142857143,34,9.714285714285714,Q9HCI5,Q9HCI5,,MAGEE1,False,957
518,437,0.8436293436293436,90.89324942791764,2.6848600773014475,0.3183279742765273,0.06430868167202572,8,6,0.18077803203661327,12,2.745995423340961,Q9HCM9,Q9HCM9,,TRIM39,False,518
184,169,0.9184782608695652,97.39881656804735,1.1102508398202748,0.24096385542168675,0.060240963855421686,3,0,0.16568047337278108,7,4.142011834319527,Q9NRW4,Q9NRW4,,DUSP22,False,184
277,182,0.6570397111913358,95.45582417582418,3.4768586712601217,0.3783783783783784,0.08783783783783784,17,4,0.17032967032967034,17,9.340659340659341,Q9NPC3,Q9NPC3,,CCNB1IP1,False,277
197,152,0.7715736040609137,96.45151315789474,1.2598075007184435,0.3411764705882353,0.07058823529411765,4,0,0.25,29,19.078947368421055,Q9NPD8,Q9NPD8,,UBE2T,False,197
728,563,0.7733516483516484,88.52408525754885,2.2145814380874236,0.31382978723404253,0.08776595744680851,11,9,0.20071047957371227,18,3.197158081705151,Q9NQ86,Q9NQ86,,TRIM36,False,728
790,349,0.4417721518987342,87.4470200573066,1.7466961864350967,0.3568281938325991,0.07929515418502203,13,6,0.22063037249283668,26,7.4498567335243555,Q9NQC1,Q9NQC1,,JADE2,False,790
748,553,0.7393048128342246,94.4742314647378,1.3703270222894035,0.3181818181818182,0.0944055944055944,9,2,0.23869801084990958,43,7.775768535262206,Q9NR64,Q9NR64,,KLHL1,False,748
400,353,0.8825,93.36841359773372,1.400250435995563,0.25824175824175827,0.04945054945054945,5,1,0.17563739376770537,11,3.1161473087818696,Q9NRC8,Q9NRC8,,SIRT7,False,400
319,251,0.786833855799373,92.05932270916334,1.462371613299222,0.2986111111111111,0.1111111111111111,8,2,0.2151394422310757,21,8.366533864541832,Q9NRD0,Q9NRD0,,FBXO8,False,319
293,252,0.8600682593856656,96.20869047619048,1.4408792541144892,0.36619718309859156,0.11267605633802817,7,3,0.23412698412698413,21,8.333333333333332,Q9NRD1,Q9NRD1,,FBXO6,False,293
1543,529,0.34283862605314325,90.1763327032136,1.1396249688189963,0.35,0.08636363636363636,6,5,0.21928166351606806,57,10.775047258979207,Q9NRJ4,Q9NRJ4,,TULP4,False,1543
190,165,0.868421052631579,90.5998181818182,1.9354639455015212,0.29365079365079366,0.05555555555555555,10,2,0.15151515151515152,11,6.666666666666667,Q8N668,Q8N668,,COMMD1,False,190
474,342,0.7215189873417721,87.70377192982457,1.5094618127068338,0.2795031055900621,0.11801242236024845,4,0,0.2134502923976608,23,6.725146198830409,A0A0G2JMD5,A0A0G2JMD5,,PRAMEF33,False,474
314,147,0.4681528662420382,92.69190476190475,2.4593135894620173,0.24731182795698925,0.07526881720430108,8,1,0.21768707482993196,12,8.16326530612245,Q8N5Z5,Q8N5Z5,,KCTD17,False,314
